"","X","RecordedDate","UserLanguage","time","age","gender","married","education","caste_ethnicity","caste_ethnicity_aru","district","rural_urban","past_experience","anxiety","eews_know","opinion_ewws_need","receive_warning","display","behavior","small_behavior","exp1_implement","exp_1_useful","exp_1_interest","ask_again","exp1_treat","exp1_implement_code","exp1_useful_code","exp_1_interest_code","exp_1_interest_code_check","eews_know_code","anxiety_code","caste_ethnicity_code","married_code","gender_code","rural_urban_code","education_code","age_code","opinion_eews_need_code","small_behavior_code","experience_count","experience_score","experience_index","display_score"
"408",408,"2024-08-05","EN",6.96666666666667,"18-20","Male","Single (never married)","Secondary","Madhesh","","Sarlahi","Village","Personally felt an earthquake before","Skip","I have never heard of it.","I don’t understand","Public announcements (via a loudspeaker or siren)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Ask me again at the end of the survey","No",1,5,4,1,NA,1,NA,2,0,0,2,2,0,NA,0,1,1,0.0526315789473684,1
"409",409,"2024-08-05","EN",5.03333333333333,"26-30","Male","Single (never married)","University (Bachelor)","Bahun","","Kathmandu","City","Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Slightly agree ","I have never heard of it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Expected intensity of ground shaking,Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",1,5,5,1,1,1,4,0,0,0,0,3,1,2,1,4,9,0.473684210526316,3
"410",410,"2024-08-05","NE",18.6833333333333,"26-30","Male","Married","Secondary","Tamang","","Nuwakot","Village","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,1,5,2,1,0,2,2,1,4,0,8,19,1,6
"411",411,"2024-08-05","EN",7.23333333333333,"21-25","Male","Single (never married)","Secondary","Bahun","","Bhaktapur","City","Personally felt an earthquake before","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,3,5,0,0,0,0,2,0,2,0,1,1,0.0526315789473684,1
"412",412,"2024-08-05","EN",7.36666666666667,"21-25","Female","Single (never married)","University (Bachelor)","Newar (Newa)","","Bhaktapur","Town","Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Observed","Slightly agree ","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Epicenter (point of earthquake origin)","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,1,4,1,0,1,1,3,0,5,1,4,13,0.684210526315789,2
"413",413,"2024-08-05","EN",18.1333333333333,"56-60","Male","Married","Post-graduate","Newar (Newa)","","Lalitpur","City","Personally felt an earthquake before,Personally have felt strong shaking,Observed","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,2,5,1,1,0,0,4,4,4,1,3,5,0.263157894736842,1
"414",414,"2024-08-05","EN",9.38333333333333,"21-25","Male","Single (never married)","Secondary","Tharu","","Sarlahi","Village","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Skip","",3,5,5,NA,NA,2,4,2,0,0,2,2,0,4,0,7,14,0.736842105263158,1
"415",415,"2024-08-05","NE",9.23333333333333,"31-35","Male","Married","Secondary","Bahun","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes that may cause damage.","A specific device designed to receive an earthquake early warning","Epicenter (point of earthquake origin)","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,5,5,0,1,0,0,2,1,2,1,6,12,0.631578947368421,1
"416",416,"2024-08-05","NE",3.96666666666667,"21-25","Male","Single (never married)","University (Bachelor)","Newar (Newa)","","Lalitpur","City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I know what it is and how they work.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions,Other","Run outside to open space","My behavior would be the same for all earthquakes.","","","","",NA,NA,NA,NA,NA,4,4,1,0,0,0,3,0,5,0,8,19,1,7
"417",417,"2024-08-05","EN",10.6666666666667,"26-30","Male","Married","Secondary","Newar (Newa)","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,4,5,1,1,0,0,2,1,5,1,5,10,0.526315789473684,5
"418",418,"2024-08-05","EN",125.366666666667,"61-65","Male","Married","Post-graduate","Magar","","","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","","","","",NA,NA,NA,NA,NA,2,4,2,1,0,0,4,4,5,1,6,12,0.631578947368421,5
"419",419,"2024-08-05","NE",8.58333333333333,"26-30","Male","Single (never married)","Secondary","","","Bardiya","Village","Personally felt an earthquake before","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","No","",3,5,4,0,0,2,5,NA,0,0,2,2,1,5,1,1,1,0.0526315789473684,1
"420",420,"2024-08-05","EN",7.61666666666667,"26-30","Female","Single (never married)","Post-graduate","Chhetri","","Kathmandu","City","Personally felt an earthquake before,Know family or friends,Struggled mentally following an earthquake","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",3,5,5,1,1,3,5,0,0,1,0,4,1,5,0,3,7,0.368421052631579,6
"421",421,"2024-08-05","EN",8.18333333333333,"41-45","Female","Widowed","Post-graduate","Other","Damai ","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Recommended actions","Stay calm and do nothing","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",3,5,5,1,1,3,5,2,0,1,0,4,2,4,0,8,19,1,3
"422",422,"2024-08-06","EN",7.41666666666667,"26-30","Male","Single (never married)","University (Bachelor)","Chhetri","","Kathmandu","City","Personally have felt strong shaking","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",3,5,5,1,1,2,5,0,0,0,0,3,1,5,1,1,2,0.105263157894737,1
"423",423,"2024-08-06","EN",5.95,"26-30","Male","Married","University (Bachelor)","Other","Pariyar","Kavrepalanchok","Village","Personally have felt strong shaking","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",1,5,5,1,1,2,5,2,1,0,2,3,1,5,1,1,2,0.105263157894737,6
"424",424,"2024-08-06","NE",13.4833333333333,"41-45","Male","Married","Secondary","Bahun","","Sindhupalchowk","Village","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of,I haven’t experienced any of the above","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",1,5,5,1,1,4,5,0,1,0,2,2,2,5,0,9,19,1,6
"425",425,"2024-08-06","EN",23.05,"26-30","Male","Single (never married)","University (Bachelor)","Yadav","","Lalitpur","Town","Personally felt an earthquake before,Personally have felt strong shaking,Have seen the effects of","Highly agree (Very worried)","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",3,5,5,1,1,5,5,2,0,0,1,3,1,4,1,3,4,0.210526315789474,6
"426",426,"2024-08-06","NE",15.4166666666667,"56-60","Male","Married","Secondary","Chhetri","","Kathmandu","City","Personally have felt strong shaking","Neither agree nor disagree","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Epicenter (point of earthquake origin)","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes","",2,5,4,1,1,5,3,0,1,0,0,2,4,4,0,1,2,0.105263157894737,1
"427",427,"2024-08-06","EN",9.35,"21-25","Male","Single (never married)","Secondary","Bahun","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","Yes",2,5,5,1,NA,3,5,0,0,0,0,2,0,3,1,3,4,0.210526315789474,5
"428",428,"2024-08-06","EN",3.25,"21-25","Male","Single (never married)","Secondary","Bahun","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No","",1,5,5,0,0,3,5,0,0,0,0,2,0,3,1,3,4,0.210526315789474,6
"429",429,"2024-08-06","EN",5.53333333333333,"31-35","Female","Married","University (Bachelor)","Newar (Newa)","","Kathmandu","Town","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,2,5,1,1,1,1,3,1,5,1,7,14,0.736842105263158,1
"430",430,"2024-08-06","EN",2.75,"31-35","Male","Married","University (Bachelor)","Bahun","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking","Try to reach my friends, family or anyone near me","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,1,5,0,1,0,0,3,1,5,1,8,19,1,3
"431",431,"2024-08-06","EN",35.4666666666667,"26-30","Male","Single (never married)","University (Bachelor)","Bahun","","Morang","City","Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,3,4,0,0,0,0,3,1,2,1,4,9,0.473684210526316,6
"432",432,"2024-08-06","EN",11.7833333333333,"41-45","Male","Married","Post-graduate","Bahun","","Kaski","Town","Personally felt an earthquake before,Personally have felt strong shaking","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","A specific device designed to receive an earthquake early warning","Time available before shaking begins,Magnitude of earthquake,Expected duration of shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,3,5,0,1,0,1,4,2,2,0,2,3,0.157894736842105,3
"433",433,"2024-08-06","EN",5.41666666666667,"21-25","Male","Single (never married)","University (Bachelor)","Chhetri","","Kailali","Town","Personally felt an earthquake before","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",1,5,5,1,1,2,5,0,0,0,1,3,0,3,0,1,1,0.0526315789473684,1
"434",434,"2024-08-07","EN",3.41666666666667,"21-25","Female","Married","University (Bachelor)","Newar (Newa)","","Kathmandu","City","Personally felt an earthquake before,Know family or friends,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Social media (Facebook, Twitter)","Time available before shaking begins","Try to reach my friends, family or anyone near me","My behavior would be the same for all earthquakes.","","","","",NA,NA,NA,NA,NA,3,5,1,1,1,0,3,0,5,0,3,6,0.315789473684211,1
"435",435,"2024-08-07","EN",122.233333333333,"26-30","Male","Married","University (Bachelor)","Chhetri","","Sindhuli","Town","Personally felt an earthquake before,Personally have felt strong shaking,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,3,4,0,1,0,1,3,1,5,1,3,4,0.210526315789474,6
"436",436,"2024-08-08","EN",4.68333333333333,"21-25","Male","Single (never married)","Post-graduate","Chhetri","","Morang","Town","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Have seen the effects of","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Social media (Facebook, Twitter)","Time available before shaking begins","Stay calm and do nothing","My behavior would be the same for all earthquakes.","I feel strongly this should NOT be implemented in Nepal.","Somewhat useless","No","",0,1,2,0,0,2,4,0,0,0,1,4,0,5,0,4,8,0.421052631578947,1
"437",437,"2024-08-08","NE",22.4333333333333,"46-50","Male","Married","University (Bachelor)","Bahun","","Rautahat","City","Personally felt an earthquake before,Personally have felt strong shaking,Struggled mentally following an earthquake,Have seen the effects of,Skip","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",3,5,5,1,1,3,4,0,1,0,0,3,3,5,0,5,6,0.315789473684211,1
"438",438,"2024-08-08","EN",11.1,"46-50","Male","Married","Post-graduate","Bahun","","Gorkha","Village","Personally felt an earthquake before,Personally have felt strong shaking","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,2,5,0,1,0,2,4,3,4,0,2,3,0.157894736842105,1
"439",439,"2024-08-08","EN",10.55,"21-25","Male","Single (never married)","University (Bachelor)","Bahun","","Bara","Town","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","Ask me again at the end of the survey","Skip",1,4,4,1,NA,3,5,0,0,0,1,3,0,2,1,5,10,0.526315789473684,6
"440",440,"2024-08-08","NE",18.65,"51-55","Male","Married","University (Bachelor)","Bahun","","Jhapa","Town","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, I may feel.","Social media (Facebook, Twitter)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,1,5,0,1,0,1,3,3,4,0,5,10,0.526315789473684,6
"441",441,"2024-08-08","EN",2.2,"18-20","Male","Single (never married)","University (Bachelor)","Chhetri","","Jhapa","Village","Personally felt an earthquake before,Personally have experienced injury","Slightly agree ","I have never heard of it.","For all earthquakes, I may feel.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake","Run outside to open space","My behavior would be the same for all earthquakes.","I have no strong opinions about its implementation.","Somewhat useful","Ask me again at the end of the survey","Yes",1,3,4,1,NA,1,4,0,0,0,2,3,0,4,0,2,6,0.315789473684211,2
"442",442,"2024-08-08","NE",27.9666666666667,"61-65","Male","Married","University (Bachelor)","Newar (Newa)","","Dhankuta","City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,1,5,1,1,0,0,3,4,5,0,8,19,1,1
"443",443,"2024-08-09","EN",8.25,"18-20","Male","Single (never married)","Secondary","Bahun","","Morang","Village","Know family or friends,Suffered financial loss due to an earthquake,Observed","Slightly disagree ","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","A specific device designed to receive an earthquake early warning","I don’t know","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I have no strong opinions about its implementation.","Useful","Yes","",2,3,5,1,1,1,2,0,0,0,2,2,0,5,1,3,8,0.421052631578947,NA
"444",444,"2024-08-09","EN",3.55,"","Male","Married","University (Bachelor)","Chhetri","","Sankhuwasabha","Village","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of,I haven’t experienced any of the above","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,1,5,0,1,0,2,3,NA,5,0,9,19,1,1
"445",445,"2024-08-09","EN",15.6333333333333,"56-60","Male","Married","University (Bachelor)","Magar","","Rukum, Western","Town","Personally have felt strong shaking","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,1,5,2,1,0,1,3,4,4,1,1,2,0.105263157894737,5
"446",446,"2024-08-09","EN",8.1,"","Male","Single (never married)","University (Bachelor)","","","","City","Personally felt an earthquake before","Slightly agree ","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Try to reach my friends, family or anyone near me","My behavior would be the same for all earthquakes.","","","","",NA,NA,NA,NA,NA,1,4,NA,0,0,0,3,NA,4,0,1,1,0.0526315789473684,1
"447",447,"2024-08-09","NE",15.7333333333333,"31-35","Male","Married","University (Bachelor)","Magar","","Rupandehi","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,3,5,2,1,0,0,3,1,4,0,5,10,0.526315789473684,6
"448",448,"2024-08-09","EN",5.13333333333333,"31-35","Male","Single (never married)","Post-graduate","Newar (Newa)","","Lalitpur","Town","Personally felt an earthquake before,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Observed","Highly agree (Very worried)","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No","",0,5,5,0,0,5,5,1,0,0,1,4,1,5,0,5,14,0.736842105263158,6
"449",449,"2024-08-09","EN",14.8166666666667,"61-65","Male","Married","University (Bachelor)","Chhetri","","Myagdi","Village","Personally have felt strong shaking,Struggled mentally following an earthquake","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",1,5,5,1,1,2,5,0,1,0,2,3,4,2,1,2,4,0.210526315789474,2
"450",450,"2024-08-10","EN",11.8166666666667,"21-25","Male","Single (never married)","University (Bachelor)","Bahun","","Morang","Town","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,3,5,0,0,0,1,3,0,4,1,4,8,0.421052631578947,4
"451",451,"2024-08-10","EN",5.61666666666667,"36-40","Male","Married","Secondary","Bahun","","","Village","Have seen the effects of","Highly agree (Very worried)","","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Magnitude of earthquake","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",3,5,5,1,1,NA,5,0,1,0,2,2,2,5,0,1,1,0.0526315789473684,1
"452",452,"2024-08-10","EN",12.0333333333333,"21-25","Male","Single (never married)","University (Bachelor)","Other","Kami","Parbat","Village","Personally felt an earthquake before,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",3,5,5,1,1,3,5,2,0,0,2,3,0,5,0,3,4,0.210526315789474,5
"453",453,"2024-08-10","EN",5.75,"21-25","Male","Single (never married)","Secondary","Chhetri","","Kaski","City","Personally felt an earthquake before","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Expected intensity of ground shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","Ask me again at the end of the survey","No",2,4,4,1,NA,2,4,0,0,0,0,2,0,4,1,1,1,0.0526315789473684,2
